id_uni,nomb_uni,id_est-2,nom_est
2,UNIVERSIDAD CENTRAL DE VENEZUELA,01,Distrito Capital
13,UNIVERSIDAD NACIONAL ABIERTA,01,Distrito Capital
39,UNIVERSIDAD PEDAGÓGICA EXPERIMENTAL LIBERTADOR,01,Distrito Capital
62,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,01,Distrito Capital
73,UNIVERSIDAD MILITAR BOLIVARIANA DE VENEZUELA,01,Distrito Capital
77,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LA SEGURIDAD,01,Distrito Capital
79,UNIVERSIDAD NACIONAL EXPERIMENTAL DEL TRANSPORTE,01,Distrito Capital
86,UNIVERSIDAD POLITÉCNICA TERRITORIAL DE CARACAS “MARISCAL SUCRE”,01,Distrito Capital
103,UNIVERSIDAD CATÓLICA ANDRÉS BELLO,01,Distrito Capital
112,COLEGIO UNIVERSITARIO DE ENFERMERÍA CENTRO MÉDICO DE CARACAS,01,Distrito Capital
113,COLEGIO UNIVERSITARIO DE ENFERMERÍA DE LA CRUZ ROJA DE VENEZUELA,01,Distrito Capital
114,COLEGIO UNIVERSITARIO DE PSICOPEDAGOGÍA,01,Distrito Capital
132,INSTITUTO UNIVERSITARIO DE ADMINISTRACIÓN Y GERENCIA,01,Distrito Capital
136,INSTITUTO UNIVERSITARIO DE GERENCIA Y TECNOLOGÍA,01,Distrito Capital
140,INSTITUTO UNIVERSITARIO DE MERCADOTECNIA,01,Distrito Capital
143,INSTITUTO UNIVERSITARIO DE PROFESIONES GERENCIALES,01,Distrito Capital
144,INSTITUTO UNIVERSITARIO DE RELACIONES PÚBLICAS,01,Distrito Capital
145,INSTITUTO UNIVERSITARIO DE SEGUROS,01,Distrito Capital
150,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA ALBERTO ADRIANI,01,Distrito Capital
107,COLEGIO UNIVERSITARIO DE ADMINISTRACIÓN Y MERCADEO,01,Distrito Capital
117,COLEGIO UNIVERSITARIO FERMÍN TORO,01,Distrito Capital
216,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA VENEZUELA,01,Distrito Capital
223,INSTITUTO UNIVERSITARIO JESÚS OBRERO,01,Distrito Capital
227,INSTITUTO UNIVERSITARIO PEDAGÓGICO MONSEÑOR RAFAEL ARIAS BLANCO,01,Distrito Capital
185,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,01,Distrito Capital
180,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL,01,Distrito Capital
248,INSTITUTO UNIVERSITARIO YMCA LOPE MENDOZA,01,Distrito Capital
254,UNIVERSIDAD CATÓLICA SANTA ROSA,01,Distrito Capital
285,UNIVERSIDAD CENTRAL DE VENEZUELA,01,Distrito Capital
289,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,01,Distrito Capital
290,UNIVERSIDAD PEDAGÓGICA EXPERIMENTAL LIBERTADOR,01,Distrito Capital
291,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA ANTONIO JOSÉ DE SUCRE,01,Distrito Capital
350,COLEGIO UNIVERSITARIO DE ENFERMERÍA DE LA ALCALDÍA METROPOLITANA DE CARACAS,01,Distrito Capital
356,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA ANTONIO JOSÉ DE SUCRE,01,Distrito Capital
362,UNIVERSIDAD PEDAGÓGICA EXPERIMENTAL LIBERTADOR,01,Distrito Capital
365,UNIVERSIDAD BOLIVARIANA DE VENEZUELA,01,Distrito Capital
367,UNIVERSIDAD PEDAGÓGICA EXPERIMENTAL LIBERTADOR,01,Distrito Capital
371,UNIVERSIDAD BOLIVARIANA DE VENEZUELA,01,Distrito Capital
422,UNIVERSIDAD NACIONAL EXPERIMENTAL DEL TRANSPORTE,01,Distrito Capital
424,UNIVERSIDAD POLITÉCNICA TERRITORIAL DE CARACAS “MARISCAL SUCRE”,01,Distrito Capital
433,UNIVERSIDAD POLITÉCNICA TERRITORIAL DE CARACAS “MARISCAL SUCRE”,01,Distrito Capital
447,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE),01,Distrito Capital
449,"COLEGIO UNIVERSITARIO DE REHABILITACIÓN ""MAY HAMILTON""",01,Distrito Capital
465,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,01,Distrito Capital
472,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",01,Distrito Capital
495,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LA GRAN CARACAS,01,Distrito Capital
501,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS TELECOMUNICACIONES E INFORMÁTICA,01,Distrito Capital
506,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DEL OESTE MARISCAL SUCRE,01,Distrito Capital
507,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DR. FEDERICO RIVERO PALACIO,01,Distrito Capital
520,COLEGIO UNIVERSITARIO FRANCISCO DE MIRANDA,01,Distrito Capital
522,INSTITUTO UNIVERSITARIO DE LA POLICÍA METROPOLITANA,01,Distrito Capital
523,INSTITUTO UNIVERSITARIO DE POLICÍA CIENTÍFICA,01,Distrito Capital
524,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE-MÚSICA),01,Distrito Capital
525,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE-TEATRO),01,Distrito Capital
526,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE-ARTES PLASTICAS),01,Distrito Capital
527,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE-DANZA),01,Distrito Capital
528,INSTITUTO UNIVERSITARIO NACIONAL DE ESTUDIOS PENITENCIARIOS,01,Distrito Capital
531,ACADEMIA MILITAR DE VENEZUELA,01,Distrito Capital
532,ESCUELA DE FORMACIÓN DE OFICIALES DE LA GUARDIA NACIONAL,01,Distrito Capital
533,INSTITUTO UNIVERSITARIO MILITAR DE COMUNICACIONES Y ELECTRÓNICA DE LA FUERZA ARMADA NACIONAL,01,Distrito Capital
546,UNIVERSIDAD PRIVADA NUEVA ESPARTA,01,Distrito Capital
560,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE),01,Distrito Capital
579,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",01,Distrito Capital
547,INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,01,Distrito Capital
652,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE-ARTES PLÁSTICAS),01,Distrito Capital
653,UNIVERSIDAD MILITAR BOLIVARIANA DE VENEZUELA,01,Distrito Capital
654,UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO SAMUEL ROBINSON,01,Distrito Capital
169,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE ADMINISTRACIÓN INDUSTRIAL,01,Distrito Capital
655,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,01,Distrito Capital
656,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,01,Distrito Capital
34,UNIVERSIDAD NACIONAL ABIERTA,02,Amazonas
68,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,02,Amazonas
282,UNIVERSIDAD SANTA MARÍA,02,Amazonas
336,UNIVERSIDAD CENTRAL DE VENEZUELA,02,Amazonas
419,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,02,Amazonas
72,UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD HUGO CHÁVEZ FRÍAS,02,Amazonas
564,UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO SAMUEL ROBINSON,02,Amazonas
151,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA AMAZONAS,02,Amazonas
14,UNIVERSIDAD NACIONAL ABIERTA,03,Anzoátegui
45,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,03,Anzoátegui
63,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,03,Anzoátegui
76,UNIVERSIDAD NACIONAL DEL TURISMO,03,Anzoátegui
148,"INSTITUTO UNIVERSITARIO DE TECNOLOGÍA \""GENERAL PEDRO MARÍA FREITES\""",03,Anzoátegui
179,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA HENRY PITTIER,03,Anzoátegui
214,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA SUPERIOR DE ORIENTE,03,Anzoátegui
198,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,03,Anzoátegui
228,INSTITUTO UNIVERSITARIO PEDAGÓGICO MONSEÑOR RAFAEL ARIAS BLANCO,03,Anzoátegui
186,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,03,Anzoátegui
279,UNIVERSIDAD SANTA MARÍA,03,Anzoátegui
235,INSTITUTO UNIVERSITARIO POLITÉCNICO SANTIAGO MARIÑO,03,Anzoátegui
329,UNIVERSIDAD CENTRAL DE VENEZUELA,03,Anzoátegui
332,UNIVERSIDAD DE ORIENTE,03,Anzoátegui
334,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,03,Anzoátegui
378,UNIVERSIDAD DE ORIENTE,03,Anzoátegui
394,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,03,Anzoátegui
412,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,03,Anzoátegui
417,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,03,Anzoátegui
426,"UNIVERSIDAD POLITÉCNICA TERRITORIAL  ""JOSÉ ANTONIO ANZOÁTEGUI""",03,Anzoátegui
458,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE),03,Anzoátegui
468,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LOS LLANOS CENTRALES RÓMULO GALLEGOS,03,Anzoátegui
482,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",03,Anzoátegui
556,INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,03,Anzoátegui
586,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",03,Anzoátegui
83,UNIVERSIDAD POLITÉCNICA TERRITORIAL  JOSÉ ANTONIO ANZOÁTEGUI,03,Anzoátegui
596,UNIVERSIDAD DE ORIENTE,03,Anzoátegui
599,"UNIVERSIDAD POLITÉCNICA TERRITORIAL  ""JOSÉ ANTONIO ANZOÁTEGUI""",03,Anzoátegui
601,UNIVERSIDAD NACIONAL ABIERTA,03,Anzoátegui
602,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",03,Anzoátegui
603,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,03,Anzoátegui
604,UNIVERSIDAD NACIONAL ABIERTA,03,Anzoátegui
605,"UNIVERSIDAD POLITÉCNICA TERRITORIAL  ""JOSÉ ANTONIO ANZOÁTEGUI""",03,Anzoátegui
593,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE ADMINISTRACIÓN INDUSTRIAL,03,Anzoátegui
597,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA ANTONIO JOSÉ DE SUCRE,03,Anzoátegui
595,INSTITUTO UNIVERSITARIO PEDAGÓGICO MONSEÑOR RAFAEL ARIAS BLANCO,03,Anzoátegui
259,UNIVERSIDAD NORORIENTAL PRIVADA GRAN MARISCAL DE AYACUCHO,03,Anzoátegui
594,UNIVERSIDAD NORORIENTAL PRIVADA GRAN MARISCAL DE AYACUCHO,03,Anzoátegui
598,UNIVERSIDAD NORORIENTAL PRIVADA GRAN MARISCAL DE AYACUCHO,03,Anzoátegui
170,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE ADMINISTRACIÓN INDUSTRIAL,03,Anzoátegui
600,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE ADMINISTRACIÓN INDUSTRIAL,03,Anzoátegui
153,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA ANTONIO JOSÉ DE SUCRE,03,Anzoátegui
10,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LOS LLANOS OCCIDENTALES EZEQUIEL ZAMORA,04,Apure
15,UNIVERSIDAD NACIONAL ABIERTA,04,Apure
46,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,04,Apure
64,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,04,Apure
90,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",04,Apure
204,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARILIS MÉNDEZ,04,Apure
249,UNIVERSIDAD BICENTENARIA DE ARAGUA,04,Apure
303,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,04,Apure
305,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LOS LLANOS OCCIDENTALES EZEQUIEL ZAMORA,04,Apure
354,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,04,Apure
364,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LOS LLANOS OCCIDENTALES EZEQUIEL ZAMORA,04,Apure
420,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,04,Apure
485,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",04,Apure
508,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DEL ESTADO APURE,04,Apure
585,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",04,Apure
606,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",04,Apure
607,UNIVERSIDAD NACIONAL ABIERTA,04,Apure
608,UNIVERSIDAD NACIONAL ABIERTA,04,Apure
609,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",04,Apure
610,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,04,Apure
611,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LOS LLANOS OCCIDENTALES EZEQUIEL ZAMORA,04,Apure
612,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,04,Apure
3,UNIVERSIDAD CENTRAL DE VENEZUELA,05,Aragua
16,UNIVERSIDAD NACIONAL ABIERTA,05,Aragua
40,UNIVERSIDAD PEDAGÓGICA EXPERIMENTAL LIBERTADOR,05,Aragua
47,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,05,Aragua
69,"INSTITUTO UNIVERSITARIO DE AERONÁUTICA CIVIL ""MAYOR (AV)  MIGUEL RODRÍGUEZ""",05,Aragua
74,UNIVERSIDAD MILITAR BOLIVARIANA DE VENEZUELA,05,Aragua
146,"INSTITUTO UNIVERSITARIO DE TECNOLOGÍA ""LAURA EVANGELISTA ALVARADO CARDOZO""",05,Aragua
149,"INSTITUTO UNIVERSITARIO DE TECNOLOGÍA \""POLYCOM\""",05,Aragua
130,INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,05,Aragua
91,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",05,Aragua
108,COLEGIO UNIVERSITARIO DE ADMINISTRACIÓN Y MERCADEO,05,Aragua
209,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PASCAL,05,Aragua
199,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,05,Aragua
229,INSTITUTO UNIVERSITARIO PEDAGÓGICO MONSEÑOR RAFAEL ARIAS BLANCO,05,Aragua
166,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA ANTONIO RICAURTE,05,Aragua
181,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL,05,Aragua
250,UNIVERSIDAD BICENTENARIA DE ARAGUA,05,Aragua
294,UNIVERSIDAD CENTRAL DE VENEZUELA,05,Aragua
296,UNIVERSIDAD DE CARABOBO,05,Aragua
298,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,05,Aragua
301,UNIVERSIDAD PEDAGÓGICA EXPERIMENTAL LIBERTADOR,05,Aragua
302,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,05,Aragua
236,INSTITUTO UNIVERSITARIO POLITÉCNICO SANTIAGO MARIÑO,05,Aragua
343,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,05,Aragua
346,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LOS LLANOS OCCIDENTALES EZEQUIEL ZAMORA,05,Aragua
372,UNIVERSIDAD PEDAGÓGICA EXPERIMENTAL LIBERTADOR,05,Aragua
380,UNIVERSIDAD PEDAGÓGICA EXPERIMENTAL LIBERTADOR,05,Aragua
388,UNIVERSIDAD PEDAGÓGICA EXPERIMENTAL LIBERTADOR,05,Aragua
480,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",05,Aragua
512,ESCUELA DE AVIACIÓN MILITAR,05,Aragua
517,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA AERONÁUTICA MILITAR ESCUELA TÉCNICA DE AVIACIÓN,05,Aragua
545,INSTITUTO UNIVERSITARIO DE MERCADOTECNIA,05,Aragua
558,INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,05,Aragua
563,"INSTITUTO UNIVERSITARIO \""ESCUELA DE FORMACIÓN DE OFICIALES TÉCNICOS DE LA FUERZA ARMADA NACIONAL BO",05,Aragua
587,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",05,Aragua
588,"INSTITUTO UNIVERSITARIO DE AERONÁUTICA CIVIL \""MAYOR (AV)  MIGUEL RODRÍGUEZ\""",05,Aragua
592,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA  DE FORMACIÓN DE SUBOFICIALES PROFESIONALES DEL EJÉRCITO GENER,05,Aragua
613,UNIVERSIDAD MILITAR BOLIVARIANA DE VENEZUELA,05,Aragua
549,INSTITUTO UNIVERSITARIO EXPERIMENTAL DE TECNOLOGÍA LA VICTORIA,05,Aragua
620,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,05,Aragua
617,INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,05,Aragua
615,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA ANTONIO RICAURTE,05,Aragua
619,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA ANTONIO RICAURTE,05,Aragua
614,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",05,Aragua
621,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",05,Aragua
618,INSTITUTO UNIVERSITARIO EXPERIMENTAL DE TECNOLOGÍA LA VICTORIA,05,Aragua
616,INSTITUTO UNIVERSITARIO DE CIENCIAS ADMINISTRATIVAS Y FISCALES,05,Aragua
171,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE ADMINISTRACIÓN INDUSTRIAL,05,Aragua
154,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA ANTONIO JOSÉ DE SUCRE,05,Aragua
11,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LOS LLANOS OCCIDENTALES EZEQUIEL ZAMORA,06,Barinas
17,UNIVERSIDAD NACIONAL ABIERTA,06,Barinas
48,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,06,Barinas
65,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,06,Barinas
92,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",06,Barinas
133,INSTITUTO UNIVERSITARIO DE CIENCIAS ADMINISTRATIVAS Y FISCALES,06,Barinas
167,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA CORONEL AGUSTÍN CODAZZI,06,Barinas
280,UNIVERSIDAD SANTA MARÍA,06,Barinas
237,INSTITUTO UNIVERSITARIO POLITÉCNICO SANTIAGO MARIÑO,06,Barinas
327,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LOS LLANOS OCCIDENTALES EZEQUIEL ZAMORA,06,Barinas
393,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LOS LLANOS OCCIDENTALES EZEQUIEL ZAMORA,06,Barinas
440,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,06,Barinas
455,INSTITUTO UNIVERSITARIO LATINOAMERICANO DE AGROECOLOGÍA PAULO FREIRE,06,Barinas
473,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",06,Barinas
536,INSTITUTO UNIVERSITARIO EXPERIMENTAL DE TECNOLOGÍA Y AGRICULTURA SIMÓN BOLÍVAR,06,Barinas
551,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DEL ESTADO BARINAS,06,Barinas
559,INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,06,Barinas
561,UNIVERSIDAD SANTA INÉS,06,Barinas
584,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",06,Barinas
623,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",06,Barinas
624,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,06,Barinas
625,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",06,Barinas
626,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,06,Barinas
622,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA CORONEL AGUSTÍN CODAZZI,06,Barinas
155,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA ANTONIO JOSÉ DE SUCRE,06,Barinas
18,UNIVERSIDAD NACIONAL ABIERTA,07,Bolívar
44,UNIVERSIDAD NACIONAL EXPERIMENTAL DE GUAYANA,07,Bolívar
49,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,07,Bolívar
104,UNIVERSIDAD CATÓLICA ANDRÉS BELLO,07,Bolívar
121,COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,07,Bolívar
187,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,07,Bolívar
173,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DEL MAR,07,Bolívar
210,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,07,Bolívar
251,UNIVERSIDAD BICENTENARIA DE ARAGUA,07,Bolívar
238,INSTITUTO UNIVERSITARIO POLITÉCNICO SANTIAGO MARIÑO,07,Bolívar
337,UNIVERSIDAD CENTRAL DE VENEZUELA,07,Bolívar
338,UNIVERSIDAD DE ORIENTE,07,Bolívar
339,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,07,Bolívar
340,UNIVERSIDAD NACIONAL EXPERIMENTAL DE GUAYANA,07,Bolívar
341,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA ANTONIO JOSÉ DE SUCRE,07,Bolívar
381,UNIVERSIDAD BOLIVARIANA DE VENEZUELA,07,Bolívar
383,UNIVERSIDAD NACIONAL EXPERIMENTAL DE GUAYANA,07,Bolívar
396,UNIVERSIDAD NACIONAL EXPERIMENTAL DE GUAYANA,07,Bolívar
408,UNIVERSIDAD BOLIVARIANA DE VENEZUELA,07,Bolívar
435,UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BOLÍVAR,07,Bolívar
474,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",07,Bolívar
518,UNIVERSIDAD NACIONAL EXPERIMENTAL DE GUAYANA,07,Bolívar
519,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DEL ESTADO BOLÍVAR,07,Bolívar
583,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",07,Bolívar
589,UNIVERSIDAD NACIONAL EXPERIMENTAL DE ESPECIALIDADES ELÉCTRICAS,07,Bolívar
628,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,07,Bolívar
629,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,07,Bolívar
630,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,07,Bolívar
633,UNIVERSIDAD DE ORIENTE,07,Bolívar
634,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,07,Bolívar
635,UNIVERSIDAD NACIONAL EXPERIMENTAL DE GUAYANA,07,Bolívar
636,UNIVERSIDAD NACIONAL ABIERTA,07,Bolívar
637,UNIVERSIDAD NACIONAL EXPERIMENTAL DE GUAYANA,07,Bolívar
638,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,07,Bolívar
631,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,07,Bolívar
627,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DEL MAR,07,Bolívar
260,UNIVERSIDAD NORORIENTAL PRIVADA GRAN MARISCAL DE AYACUCHO,07,Bolívar
632,UNIVERSIDAD NORORIENTAL PRIVADA GRAN MARISCAL DE AYACUCHO,07,Bolívar
156,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA ANTONIO JOSÉ DE SUCRE,07,Bolívar
7,UNIVERSIDAD DE CARABOBO,08,Carabobo
19,UNIVERSIDAD NACIONAL ABIERTA,08,Carabobo
37,UNIVERSIDAD NACIONAL EXPERIMENTAL FRANCISCO DE MIRANDA,08,Carabobo
50,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,08,Carabobo
